"STATISTIC","Statistic Label","TLIST(A1)","CensusYear","C02779V03348","County","C02199V02655","Sex","UNIT","VALUE"
"FY001C01","Population at Each Census","1991","1991","19","Galway","-","Both sexes","Number","180364"
"FY001C01","Population at Each Census","1991","1991","19","Galway","1","Male","Number","91005"
"FY001C01","Population at Each Census","1991","1991","19","Galway","2","Female","Number","89359"
"FY001C01","Population at Each Census","1991","1991","20","Leitrim","-","Both sexes","Number","25301"
"FY001C01","Population at Each Census","1991","1991","20","Leitrim","1","Male","Number","13203"
"FY001C01","Population at Each Census","1991","1991","20","Leitrim","2","Female","Number","12098"
"FY001C01","Population at Each Census","1991","1991","21","Mayo","-","Both sexes","Number","110713"
"FY001C01","Population at Each Census","1991","1991","21","Mayo","1","Male","Number","55981"
"FY001C01","Population at Each Census","1991","1991","21","Mayo","2","Female","Number","54732"
"FY001C01","Population at Each Census","1991","1991","22","Roscommon","-","Both sexes","Number","51897"
"FY001C01","Population at Each Census","1991","1991","22","Roscommon","1","Male","Number","26694"
"FY001C01","Population at Each Census","1991","1991","22","Roscommon","2","Female","Number","25203"
"FY001C01","Population at Each Census","1991","1991","23","Sligo","-","Both sexes","Number","54756"
"FY001C01","Population at Each Census","1991","1991","23","Sligo","1","Male","Number","27248"
"FY001C01","Population at Each Census","1991","1991","23","Sligo","2","Female","Number","27508"
"FY001C01","Population at Each Census","1991","1991","24","Cavan","-","Both sexes","Number","52796"
"FY001C01","Population at Each Census","1991","1991","24","Cavan","1","Male","Number","27314"
"FY001C01","Population at Each Census","1991","1991","24","Cavan","2","Female","Number","25482"
"FY001C01","Population at Each Census","1991","1991","25","Donegal","-","Both sexes","Number","128117"
"FY001C01","Population at Each Census","1991","1991","25","Donegal","1","Male","Number","64817"
"FY001C01","Population at Each Census","1991","1991","25","Donegal","2","Female","Number","63300"
"FY001C01","Population at Each Census","1991","1991","26","Monaghan","-","Both sexes","Number","51293"
"FY001C01","Population at Each Census","1991","1991","26","Monaghan","1","Male","Number","26212"
"FY001C01","Population at Each Census","1991","1991","26","Monaghan","2","Female","Number","25081"
"FY001C01","Population at Each Census","1996","1996","-","State","-","Both sexes","Number","3626087"
"FY001C01","Population at Each Census","1996","1996","-","State","1","Male","Number","1800232"
"FY001C01","Population at Each Census","1996","1996","-","State","2","Female","Number","1825855"
"FY001C01","Population at Each Census","1996","1996","01","Carlow","-","Both sexes","Number","41616"
"FY001C01","Population at Each Census","1996","1996","01","Carlow","1","Male","Number","21086"
"FY001C01","Population at Each Census","1996","1996","01","Carlow","2","Female","Number","20530"
"FY001C01","Population at Each Census","1996","1996","02","Dublin","-","Both sexes","Number","1058264"
"FY001C01","Population at Each Census","1996","1996","02","Dublin","1","Male","Number","508966"
"FY001C01","Population at Each Census","1996","1996","02","Dublin","2","Female","Number","549298"
"FY001C01","Population at Each Census","1996","1996","03","Kildare","-","Both sexes","Number","134992"
"FY001C01","Population at Each Census","1996","1996","03","Kildare","1","Male","Number","68007"
"FY001C01","Population at Each Census","1996","1996","03","Kildare","2","Female","Number","66985"
"FY001C01","Population at Each Census","1996","1996","04","Kilkenny","-","Both sexes","Number","75336"
"FY001C01","Population at Each Census","1996","1996","04","Kilkenny","1","Male","Number","38144"
"FY001C01","Population at Each Census","1996","1996","04","Kilkenny","2","Female","Number","37192"
"FY001C01","Population at Each Census","1996","1996","05","Laois","-","Both sexes","Number","52945"
"FY001C01","Population at Each Census","1996","1996","05","Laois","1","Male","Number","27160"
"FY001C01","Population at Each Census","1996","1996","05","Laois","2","Female","Number","25785"
"FY001C01","Population at Each Census","1996","1996","06","Longford","-","Both sexes","Number","30166"
"FY001C01","Population at Each Census","1996","1996","06","Longford","1","Male","Number","15468"
"FY001C01","Population at Each Census","1996","1996","06","Longford","2","Female","Number","14698"
"FY001C01","Population at Each Census","1996","1996","07","Louth","-","Both sexes","Number","92166"
"FY001C01","Population at Each Census","1996","1996","07","Louth","1","Male","Number","45641"
"FY001C01","Population at Each Census","1996","1996","07","Louth","2","Female","Number","46525"
"FY001C01","Population at Each Census","1996","1996","08","Meath","-","Both sexes","Number","109732"
"FY001C01","Population at Each Census","1996","1996","08","Meath","1","Male","Number","55340"
"FY001C01","Population at Each Census","1996","1996","08","Meath","2","Female","Number","54392"
"FY001C01","Population at Each Census","1996","1996","09","Offaly","-","Both sexes","Number","59117"
"FY001C01","Population at Each Census","1996","1996","09","Offaly","1","Male","Number","30003"
"FY001C01","Population at Each Census","1996","1996","09","Offaly","2","Female","Number","29114"
"FY001C01","Population at Each Census","1996","1996","10","Westmeath","-","Both sexes","Number","63314"
"FY001C01","Population at Each Census","1996","1996","10","Westmeath","1","Male","Number","31599"
"FY001C01","Population at Each Census","1996","1996","10","Westmeath","2","Female","Number","31715"
"FY001C01","Population at Each Census","1996","1996","11","Wexford","-","Both sexes","Number","104371"
"FY001C01","Population at Each Census","1996","1996","11","Wexford","1","Male","Number","52432"
"FY001C01","Population at Each Census","1996","1996","11","Wexford","2","Female","Number","51939"
"FY001C01","Population at Each Census","1996","1996","12","Wicklow","-","Both sexes","Number","102683"
"FY001C01","Population at Each Census","1996","1996","12","Wicklow","1","Male","Number","50823"
"FY001C01","Population at Each Census","1996","1996","12","Wicklow","2","Female","Number","51860"
"FY001C01","Population at Each Census","1996","1996","13","Clare","-","Both sexes","Number","94006"
"FY001C01","Population at Each Census","1996","1996","13","Clare","1","Male","Number","47789"
"FY001C01","Population at Each Census","1996","1996","13","Clare","2","Female","Number","46217"
"FY001C01","Population at Each Census","1996","1996","14","Cork","-","Both sexes","Number","420510"
"FY001C01","Population at Each Census","1996","1996","14","Cork","1","Male","Number","209177"
"FY001C01","Population at Each Census","1996","1996","14","Cork","2","Female","Number","211333"
"FY001C01","Population at Each Census","1996","1996","15","Kerry","-","Both sexes","Number","126130"
"FY001C01","Population at Each Census","1996","1996","15","Kerry","1","Male","Number","63801"
"FY001C01","Population at Each Census","1996","1996","15","Kerry","2","Female","Number","62329"
"FY001C01","Population at Each Census","1996","1996","16","Limerick","-","Both sexes","Number","165042"
"FY001C01","Population at Each Census","1996","1996","16","Limerick","1","Male","Number","82546"
"FY001C01","Population at Each Census","1996","1996","16","Limerick","2","Female","Number","82496"
"FY001C01","Population at Each Census","1996","1996","17","Tipperary","-","Both sexes","Number","133535"
"FY001C01","Population at Each Census","1996","1996","17","Tipperary","1","Male","Number","67602"
"FY001C01","Population at Each Census","1996","1996","17","Tipperary","2","Female","Number","65933"
"FY001C01","Population at Each Census","1996","1996","18","Waterford","-","Both sexes","Number","94680"
"FY001C01","Population at Each Census","1996","1996","18","Waterford","1","Male","Number","47302"
"FY001C01","Population at Each Census","1996","1996","18","Waterford","2","Female","Number","47378"
"FY001C01","Population at Each Census","1996","1996","19","Galway","-","Both sexes","Number","188854"
"FY001C01","Population at Each Census","1996","1996","19","Galway","1","Male","Number","94529"
"FY001C01","Population at Each Census","1996","1996","19","Galway","2","Female","Number","94325"
"FY001C01","Population at Each Census","1996","1996","20","Leitrim","-","Both sexes","Number","25057"
"FY001C01","Population at Each Census","1996","1996","20","Leitrim","1","Male","Number","13044"
"FY001C01","Population at Each Census","1996","1996","20","Leitrim","2","Female","Number","12013"
"FY001C01","Population at Each Census","1996","1996","21","Mayo","-","Both sexes","Number","111524"
"FY001C01","Population at Each Census","1996","1996","21","Mayo","1","Male","Number","56371"
"FY001C01","Population at Each Census","1996","1996","21","Mayo","2","Female","Number","55153"
"FY001C01","Population at Each Census","1996","1996","22","Roscommon","-","Both sexes","Number","51975"
"FY001C01","Population at Each Census","1996","1996","22","Roscommon","1","Male","Number","26695"
"FY001C01","Population at Each Census","1996","1996","22","Roscommon","2","Female","Number","25280"
"FY001C01","Population at Each Census","1996","1996","23","Sligo","-","Both sexes","Number","55821"
"FY001C01","Population at Each Census","1996","1996","23","Sligo","1","Male","Number","27748"
"FY001C01","Population at Each Census","1996","1996","23","Sligo","2","Female","Number","28073"
"FY001C01","Population at Each Census","1996","1996","24","Cavan","-","Both sexes","Number","52944"
"FY001C01","Population at Each Census","1996","1996","24","Cavan","1","Male","Number","27281"
"FY001C01","Population at Each Census","1996","1996","24","Cavan","2","Female","Number","25663"
"FY001C01","Population at Each Census","1996","1996","25","Donegal","-","Both sexes","Number","129994"
"FY001C01","Population at Each Census","1996","1996","25","Donegal","1","Male","Number","65520"
"FY001C01","Population at Each Census","1996","1996","25","Donegal","2","Female","Number","64474"
"FY001C01","Population at Each Census","1996","1996","26","Monaghan","-","Both sexes","Number","51313"
"FY001C01","Population at Each Census","1996","1996","26","Monaghan","1","Male","Number","26158"
"FY001C01","Population at Each Census","1996","1996","26","Monaghan","2","Female","Number","25155"
"FY001C01","Population at Each Census","2002","2002","-","State","-","Both sexes","Number","3917203"
"FY001C01","Population at Each Census","2002","2002","-","State","1","Male","Number","1946164"
"FY001C01","Population at Each Census","2002","2002","-","State","2","Female","Number","1971039"
"FY001C01","Population at Each Census","2002","2002","01","Carlow","-","Both sexes","Number","46014"
"FY001C01","Population at Each Census","2002","2002","01","Carlow","1","Male","Number","23403"
"FY001C01","Population at Each Census","2002","2002","01","Carlow","2","Female","Number","22611"
"FY001C01","Population at Each Census","2002","2002","02","Dublin","-","Both sexes","Number","1122821"
"FY001C01","Population at Each Census","2002","2002","02","Dublin","1","Male","Number","544075"
"FY001C01","Population at Each Census","2002","2002","02","Dublin","2","Female","Number","578746"
"FY001C01","Population at Each Census","2002","2002","03","Kildare","-","Both sexes","Number","163944"
"FY001C01","Population at Each Census","2002","2002","03","Kildare","1","Male","Number","82735"
"FY001C01","Population at Each Census","2002","2002","03","Kildare","2","Female","Number","81209"
"FY001C01","Population at Each Census","2002","2002","04","Kilkenny","-","Both sexes","Number","80339"
"FY001C01","Population at Each Census","2002","2002","04","Kilkenny","1","Male","Number","40540"
"FY001C01","Population at Each Census","2002","2002","04","Kilkenny","2","Female","Number","39799"
"FY001C01","Population at Each Census","2002","2002","05","Laois","-","Both sexes","Number","58774"
"FY001C01","Population at Each Census","2002","2002","05","Laois","1","Male","Number","30131"
"FY001C01","Population at Each Census","2002","2002","05","Laois","2","Female","Number","28643"
"FY001C01","Population at Each Census","2002","2002","06","Longford","-","Both sexes","Number","31068"
"FY001C01","Population at Each Census","2002","2002","06","Longford","1","Male","Number","15794"
"FY001C01","Population at Each Census","2002","2002","06","Longford","2","Female","Number","15274"
"FY001C01","Population at Each Census","2002","2002","07","Louth","-","Both sexes","Number","101821"
"FY001C01","Population at Each Census","2002","2002","07","Louth","1","Male","Number","50489"
"FY001C01","Population at Each Census","2002","2002","07","Louth","2","Female","Number","51332"
"FY001C01","Population at Each Census","2002","2002","08","Meath","-","Both sexes","Number","134005"
"FY001C01","Population at Each Census","2002","2002","08","Meath","1","Male","Number","67733"
"FY001C01","Population at Each Census","2002","2002","08","Meath","2","Female","Number","66272"
"FY001C01","Population at Each Census","2002","2002","09","Offaly","-","Both sexes","Number","63663"
"FY001C01","Population at Each Census","2002","2002","09","Offaly","1","Male","Number","32185"
"FY001C01","Population at Each Census","2002","2002","09","Offaly","2","Female","Number","31478"
"FY001C01","Population at Each Census","2002","2002","10","Westmeath","-","Both sexes","Number","71858"
"FY001C01","Population at Each Census","2002","2002","10","Westmeath","1","Male","Number","35960"
"FY001C01","Population at Each Census","2002","2002","10","Westmeath","2","Female","Number","35898"
"FY001C01","Population at Each Census","2002","2002","11","Wexford","-","Both sexes","Number","116596"
"FY001C01","Population at Each Census","2002","2002","11","Wexford","1","Male","Number","58170"
"FY001C01","Population at Each Census","2002","2002","11","Wexford","2","Female","Number","58426"
"FY001C01","Population at Each Census","2002","2002","12","Wicklow","-","Both sexes","Number","114676"
"FY001C01","Population at Each Census","2002","2002","12","Wicklow","1","Male","Number","56800"
"FY001C01","Population at Each Census","2002","2002","12","Wicklow","2","Female","Number","57876"
"FY001C01","Population at Each Census","2002","2002","13","Clare","-","Both sexes","Number","103277"
"FY001C01","Population at Each Census","2002","2002","13","Clare","1","Male","Number","52063"
"FY001C01","Population at Each Census","2002","2002","13","Clare","2","Female","Number","51214"
"FY001C01","Population at Each Census","2002","2002","14","Cork","-","Both sexes","Number","447829"
"FY001C01","Population at Each Census","2002","2002","14","Cork","1","Male","Number","222317"
"FY001C01","Population at Each Census","2002","2002","14","Cork","2","Female","Number","225512"
"FY001C01","Population at Each Census","2002","2002","15","Kerry","-","Both sexes","Number","132527"
"FY001C01","Population at Each Census","2002","2002","15","Kerry","1","Male","Number","66572"
"FY001C01","Population at Each Census","2002","2002","15","Kerry","2","Female","Number","65955"
"FY001C01","Population at Each Census","2002","2002","16","Limerick","-","Both sexes","Number","175304"
"FY001C01","Population at Each Census","2002","2002","16","Limerick","1","Male","Number","87631"
"FY001C01","Population at Each Census","2002","2002","16","Limerick","2","Female","Number","87673"
"FY001C01","Population at Each Census","2002","2002","17","Tipperary","-","Both sexes","Number","140131"
"FY001C01","Population at Each Census","2002","2002","17","Tipperary","1","Male","Number","70863"
"FY001C01","Population at Each Census","2002","2002","17","Tipperary","2","Female","Number","69268"
"FY001C01","Population at Each Census","2002","2002","18","Waterford","-","Both sexes","Number","101546"
"FY001C01","Population at Each Census","2002","2002","18","Waterford","1","Male","Number","50672"
"FY001C01","Population at Each Census","2002","2002","18","Waterford","2","Female","Number","50874"
"FY001C01","Population at Each Census","2002","2002","19","Galway","-","Both sexes","Number","209077"
"FY001C01","Population at Each Census","2002","2002","19","Galway","1","Male","Number","104367"
"FY001C01","Population at Each Census","2002","2002","19","Galway","2","Female","Number","104710"
"FY001C01","Population at Each Census","2002","2002","20","Leitrim","-","Both sexes","Number","25799"
"FY001C01","Population at Each Census","2002","2002","20","Leitrim","1","Male","Number","13324"
"FY001C01","Population at Each Census","2002","2002","20","Leitrim","2","Female","Number","12475"
"FY001C01","Population at Each Census","2002","2002","21","Mayo","-","Both sexes","Number","117446"
"FY001C01","Population at Each Census","2002","2002","21","Mayo","1","Male","Number","59149"
"FY001C01","Population at Each Census","2002","2002","21","Mayo","2","Female","Number","58297"
"FY001C01","Population at Each Census","2002","2002","22","Roscommon","-","Both sexes","Number","53774"
"FY001C01","Population at Each Census","2002","2002","22","Roscommon","1","Male","Number","27583"
"FY001C01","Population at Each Census","2002","2002","22","Roscommon","2","Female","Number","26191"
"FY001C01","Population at Each Census","2002","2002","23","Sligo","-","Both sexes","Number","58200"
"FY001C01","Population at Each Census","2002","2002","23","Sligo","1","Male","Number","28771"
"FY001C01","Population at Each Census","2002","2002","23","Sligo","2","Female","Number","29429"
"FY001C01","Population at Each Census","2002","2002","24","Cavan","-","Both sexes","Number","56546"
"FY001C01","Population at Each Census","2002","2002","24","Cavan","1","Male","Number","29015"
"FY001C01","Population at Each Census","2002","2002","24","Cavan","2","Female","Number","27531"
"FY001C01","Population at Each Census","2002","2002","25","Donegal","-","Both sexes","Number","137575"
"FY001C01","Population at Each Census","2002","2002","25","Donegal","1","Male","Number","69016"
"FY001C01","Population at Each Census","2002","2002","25","Donegal","2","Female","Number","68559"
"FY001C01","Population at Each Census","2002","2002","26","Monaghan","-","Both sexes","Number","52593"
"FY001C01","Population at Each Census","2002","2002","26","Monaghan","1","Male","Number","26806"
"FY001C01","Population at Each Census","2002","2002","26","Monaghan","2","Female","Number","25787"
"FY001C01","Population at Each Census","2006","2006","-","State","-","Both sexes","Number","4239848"
"FY001C01","Population at Each Census","2006","2006","-","State","1","Male","Number","2121171"
"FY001C01","Population at Each Census","2006","2006","-","State","2","Female","Number","2118677"
"FY001C01","Population at Each Census","2006","2006","01","Carlow","-","Both sexes","Number","50349"
"FY001C01","Population at Each Census","2006","2006","01","Carlow","1","Male","Number","25611"
"FY001C01","Population at Each Census","2006","2006","01","Carlow","2","Female","Number","24738"
"FY001C01","Population at Each Census","2006","2006","02","Dublin","-","Both sexes","Number","1187176"
"FY001C01","Population at Each Census","2006","2006","02","Dublin","1","Male","Number","582557"
"FY001C01","Population at Each Census","2006","2006","02","Dublin","2","Female","Number","604619"
"FY001C01","Population at Each Census","2006","2006","03","Kildare","-","Both sexes","Number","186335"
"FY001C01","Population at Each Census","2006","2006","03","Kildare","1","Male","Number","94190"
"FY001C01","Population at Each Census","2006","2006","03","Kildare","2","Female","Number","92145"
"FY001C01","Population at Each Census","2006","2006","04","Kilkenny","-","Both sexes","Number","87558"
"FY001C01","Population at Each Census","2006","2006","04","Kilkenny","1","Male","Number","44263"
"FY001C01","Population at Each Census","2006","2006","04","Kilkenny","2","Female","Number","43295"
"FY001C01","Population at Each Census","2006","2006","05","Laois","-","Both sexes","Number","67059"
"FY001C01","Population at Each Census","2006","2006","05","Laois","1","Male","Number","34409"
"FY001C01","Population at Each Census","2006","2006","05","Laois","2","Female","Number","32650"
"FY001C01","Population at Each Census","2006","2006","06","Longford","-","Both sexes","Number","34391"
"FY001C01","Population at Each Census","2006","2006","06","Longford","1","Male","Number","17573"
"FY001C01","Population at Each Census","2006","2006","06","Longford","2","Female","Number","16818"
"FY001C01","Population at Each Census","2006","2006","07","Louth","-","Both sexes","Number","111267"
"FY001C01","Population at Each Census","2006","2006","07","Louth","1","Male","Number","55335"
"FY001C01","Population at Each Census","2006","2006","07","Louth","2","Female","Number","55932"
"FY001C01","Population at Each Census","2006","2006","08","Meath","-","Both sexes","Number","162831"
"FY001C01","Population at Each Census","2006","2006","08","Meath","1","Male","Number","82651"
"FY001C01","Population at Each Census","2006","2006","08","Meath","2","Female","Number","80180"
"FY001C01","Population at Each Census","2006","2006","09","Offaly","-","Both sexes","Number","70868"
"FY001C01","Population at Each Census","2006","2006","09","Offaly","1","Male","Number","35937"
"FY001C01","Population at Each Census","2006","2006","09","Offaly","2","Female","Number","34931"
"FY001C01","Population at Each Census","2006","2006","10","Westmeath","-","Both sexes","Number","79346"
"FY001C01","Population at Each Census","2006","2006","10","Westmeath","1","Male","Number","39819"
"FY001C01","Population at Each Census","2006","2006","10","Westmeath","2","Female","Number","39527"
"FY001C01","Population at Each Census","2006","2006","11","Wexford","-","Both sexes","Number","131749"
"FY001C01","Population at Each Census","2006","2006","11","Wexford","1","Male","Number","66070"
"FY001C01","Population at Each Census","2006","2006","11","Wexford","2","Female","Number","65679"
"FY001C01","Population at Each Census","2006","2006","12","Wicklow","-","Both sexes","Number","126194"
"FY001C01","Population at Each Census","2006","2006","12","Wicklow","1","Male","Number","62905"
"FY001C01","Population at Each Census","2006","2006","12","Wicklow","2","Female","Number","63289"
"FY001C01","Population at Each Census","2006","2006","13","Clare","-","Both sexes","Number","110950"
"FY001C01","Population at Each Census","2006","2006","13","Clare","1","Male","Number","56048"
"FY001C01","Population at Each Census","2006","2006","13","Clare","2","Female","Number","54902"
"FY001C01","Population at Each Census","2006","2006","14","Cork","-","Both sexes","Number","481295"
"FY001C01","Population at Each Census","2006","2006","14","Cork","1","Male","Number","240814"
"FY001C01","Population at Each Census","2006","2006","14","Cork","2","Female","Number","240481"
"FY001C01","Population at Each Census","2006","2006","15","Kerry","-","Both sexes","Number","139835"
"FY001C01","Population at Each Census","2006","2006","15","Kerry","1","Male","Number","70641"
"FY001C01","Population at Each Census","2006","2006","15","Kerry","2","Female","Number","69194"
"FY001C01","Population at Each Census","2006","2006","16","Limerick","-","Both sexes","Number","184055"
"FY001C01","Population at Each Census","2006","2006","16","Limerick","1","Male","Number","92680"
"FY001C01","Population at Each Census","2006","2006","16","Limerick","2","Female","Number","91375"
"FY001C01","Population at Each Census","2006","2006","17","Tipperary","-","Both sexes","Number","149244"
"FY001C01","Population at Each Census","2006","2006","17","Tipperary","1","Male","Number","75818"
"FY001C01","Population at Each Census","2006","2006","17","Tipperary","2","Female","Number","73426"
"FY001C01","Population at Each Census","2006","2006","18","Waterford","-","Both sexes","Number","107961"
"FY001C01","Population at Each Census","2006","2006","18","Waterford","1","Male","Number","53932"
"FY001C01","Population at Each Census","2006","2006","18","Waterford","2","Female","Number","54029"
"FY001C01","Population at Each Census","2006","2006","19","Galway","-","Both sexes","Number","231670"
"FY001C01","Population at Each Census","2006","2006","19","Galway","1","Male","Number","116476"
"FY001C01","Population at Each Census","2006","2006","19","Galway","2","Female","Number","115194"
"FY001C01","Population at Each Census","2006","2006","20","Leitrim","-","Both sexes","Number","28950"
"FY001C01","Population at Each Census","2006","2006","20","Leitrim","1","Male","Number","14903"
"FY001C01","Population at Each Census","2006","2006","20","Leitrim","2","Female","Number","14047"
"FY001C01","Population at Each Census","2006","2006","21","Mayo","-","Both sexes","Number","123839"
"FY001C01","Population at Each Census","2006","2006","21","Mayo","1","Male","Number","62636"
"FY001C01","Population at Each Census","2006","2006","21","Mayo","2","Female","Number","61203"
"FY001C01","Population at Each Census","2006","2006","22","Roscommon","-","Both sexes","Number","58768"
"FY001C01","Population at Each Census","2006","2006","22","Roscommon","1","Male","Number","30178"
"FY001C01","Population at Each Census","2006","2006","22","Roscommon","2","Female","Number","28590"
"FY001C01","Population at Each Census","2006","2006","23","Sligo","-","Both sexes","Number","60894"
"FY001C01","Population at Each Census","2006","2006","23","Sligo","1","Male","Number","30257"
"FY001C01","Population at Each Census","2006","2006","23","Sligo","2","Female","Number","30637"
"FY001C01","Population at Each Census","2006","2006","24","Cavan","-","Both sexes","Number","64003"
"FY001C01","Population at Each Census","2006","2006","24","Cavan","1","Male","Number","32915"
"FY001C01","Population at Each Census","2006","2006","24","Cavan","2","Female","Number","31088"
"FY001C01","Population at Each Census","2006","2006","25","Donegal","-","Both sexes","Number","147264"
"FY001C01","Population at Each Census","2006","2006","25","Donegal","1","Male","Number","73970"
"FY001C01","Population at Each Census","2006","2006","25","Donegal","2","Female","Number","73294"
"FY001C01","Population at Each Census","2006","2006","26","Monaghan","-","Both sexes","Number","55997"
"FY001C01","Population at Each Census","2006","2006","26","Monaghan","1","Male","Number","28583"
"FY001C01","Population at Each Census","2006","2006","26","Monaghan","2","Female","Number","27414"
"FY001C01","Population at Each Census","2011","2011","-","State","-","Both sexes","Number","4588252"
"FY001C01","Population at Each Census","2011","2011","-","State","1","Male","Number","2272699"
"FY001C01","Population at Each Census","2011","2011","-","State","2","Female","Number","2315553"
"FY001C01","Population at Each Census","2011","2011","01","Carlow","-","Both sexes","Number","54612"
"FY001C01","Population at Each Census","2011","2011","01","Carlow","1","Male","Number","27431"
"FY001C01","Population at Each Census","2011","2011","01","Carlow","2","Female","Number","27181"
"FY001C01","Population at Each Census","2011","2011","02","Dublin","-","Both sexes","Number","1273069"
"FY001C01","Population at Each Census","2011","2011","02","Dublin","1","Male","Number","619902"
"FY001C01","Population at Each Census","2011","2011","02","Dublin","2","Female","Number","653167"
"FY001C01","Population at Each Census","2011","2011","03","Kildare","-","Both sexes","Number","210312"
"FY001C01","Population at Each Census","2011","2011","03","Kildare","1","Male","Number","104658"
"FY001C01","Population at Each Census","2011","2011","03","Kildare","2","Female","Number","105654"
"FY001C01","Population at Each Census","2011","2011","04","Kilkenny","-","Both sexes","Number","95419"
"FY001C01","Population at Each Census","2011","2011","04","Kilkenny","1","Male","Number","47788"
"FY001C01","Population at Each Census","2011","2011","04","Kilkenny","2","Female","Number","47631"
"FY001C01","Population at Each Census","2011","2011","05","Laois","-","Both sexes","Number","80559"
"FY001C01","Population at Each Census","2011","2011","05","Laois","1","Male","Number","40587"
"FY001C01","Population at Each Census","2011","2011","05","Laois","2","Female","Number","39972"
"FY001C01","Population at Each Census","2011","2011","06","Longford","-","Both sexes","Number","39000"
"FY001C01","Population at Each Census","2011","2011","06","Longford","1","Male","Number","19649"
"FY001C01","Population at Each Census","2011","2011","06","Longford","2","Female","Number","19351"
"FY001C01","Population at Each Census","2011","2011","07","Louth","-","Both sexes","Number","122897"
"FY001C01","Population at Each Census","2011","2011","07","Louth","1","Male","Number","60763"
"FY001C01","Population at Each Census","2011","2011","07","Louth","2","Female","Number","62134"
"FY001C01","Population at Each Census","2011","2011","08","Meath","-","Both sexes","Number","184135"
"FY001C01","Population at Each Census","2011","2011","08","Meath","1","Male","Number","91910"
"FY001C01","Population at Each Census","2011","2011","08","Meath","2","Female","Number","92225"
"FY001C01","Population at Each Census","2011","2011","09","Offaly","-","Both sexes","Number","76687"
"FY001C01","Population at Each Census","2011","2011","09","Offaly","1","Male","Number","38430"
"FY001C01","Population at Each Census","2011","2011","09","Offaly","2","Female","Number","38257"
"FY001C01","Population at Each Census","2011","2011","10","Westmeath","-","Both sexes","Number","86164"
"FY001C01","Population at Each Census","2011","2011","10","Westmeath","1","Male","Number","42783"
"FY001C01","Population at Each Census","2011","2011","10","Westmeath","2","Female","Number","43381"
"FY001C01","Population at Each Census","2011","2011","11","Wexford","-","Both sexes","Number","145320"
"FY001C01","Population at Each Census","2011","2011","11","Wexford","1","Male","Number","71909"
"FY001C01","Population at Each Census","2011","2011","11","Wexford","2","Female","Number","73411"
"FY001C01","Population at Each Census","2011","2011","12","Wicklow","-","Both sexes","Number","136640"
"FY001C01","Population at Each Census","2011","2011","12","Wicklow","1","Male","Number","67542"
"FY001C01","Population at Each Census","2011","2011","12","Wicklow","2","Female","Number","69098"
"FY001C01","Population at Each Census","2011","2011","13","Clare","-","Both sexes","Number","117196"
"FY001C01","Population at Each Census","2011","2011","13","Clare","1","Male","Number","58298"
"FY001C01","Population at Each Census","2011","2011","13","Clare","2","Female","Number","58898"
"FY001C01","Population at Each Census","2011","2011","14","Cork","-","Both sexes","Number","519032"
"FY001C01","Population at Each Census","2011","2011","14","Cork","1","Male","Number","257470"
"FY001C01","Population at Each Census","2011","2011","14","Cork","2","Female","Number","261562"
"FY001C01","Population at Each Census","2011","2011","15","Kerry","-","Both sexes","Number","145502"
"FY001C01","Population at Each Census","2011","2011","15","Kerry","1","Male","Number","72629"
"FY001C01","Population at Each Census","2011","2011","15","Kerry","2","Female","Number","72873"
"FY001C01","Population at Each Census","2011","2011","16","Limerick","-","Both sexes","Number","191809"
"FY001C01","Population at Each Census","2011","2011","16","Limerick","1","Male","Number","95815"
"FY001C01","Population at Each Census","2011","2011","16","Limerick","2","Female","Number","95994"
"FY001C01","Population at Each Census","2011","2011","17","Tipperary","-","Both sexes","Number","158754"
"FY001C01","Population at Each Census","2011","2011","17","Tipperary","1","Male","Number","79584"
"FY001C01","Population at Each Census","2011","2011","17","Tipperary","2","Female","Number","79170"
"FY001C01","Population at Each Census","2011","2011","18","Waterford","-","Both sexes","Number","113795"
"FY001C01","Population at Each Census","2011","2011","18","Waterford","1","Male","Number","56464"
"FY001C01","Population at Each Census","2011","2011","18","Waterford","2","Female","Number","57331"
"FY001C01","Population at Each Census","2011","2011","19","Galway","-","Both sexes","Number","250653"
"FY001C01","Population at Each Census","2011","2011","19","Galway","1","Male","Number","124758"
"FY001C01","Population at Each Census","2011","2011","19","Galway","2","Female","Number","125895"
"FY001C01","Population at Each Census","2011","2011","20","Leitrim","-","Both sexes","Number","31798"
"FY001C01","Population at Each Census","2011","2011","20","Leitrim","1","Male","Number","16144"
"FY001C01","Population at Each Census","2011","2011","20","Leitrim","2","Female","Number","15654"
"FY001C01","Population at Each Census","2011","2011","21","Mayo","-","Both sexes","Number","130638"
"FY001C01","Population at Each Census","2011","2011","21","Mayo","1","Male","Number","65420"
"FY001C01","Population at Each Census","2011","2011","21","Mayo","2","Female","Number","65218"
"FY001C01","Population at Each Census","2011","2011","22","Roscommon","-","Both sexes","Number","64065"
"FY001C01","Population at Each Census","2011","2011","22","Roscommon","1","Male","Number","32353"
"FY001C01","Population at Each Census","2011","2011","22","Roscommon","2","Female","Number","31712"
"FY001C01","Population at Each Census","2011","2011","23","Sligo","-","Both sexes","Number","65393"
"FY001C01","Population at Each Census","2011","2011","23","Sligo","1","Male","Number","32435"
"FY001C01","Population at Each Census","2011","2011","23","Sligo","2","Female","Number","32958"
"FY001C01","Population at Each Census","2011","2011","24","Cavan","-","Both sexes","Number","73183"
